,x
2999,104
3000,51
3001,75
3002,85
3003,114
3004,41
3005,133
3006,23
3007,125
3008,97
3009,51
3010,63
3011,81
3012,88
3013,139
3014,72
3015,113
3016,95
3017,56
3018,20
3019,43
3020,74
3021,113
3022,96
3023,68
3024,87
3025,49
3026,20
3027,302
3028,49
3029,101
3030,109
3031,45
3032,132
3033,19
3034,137
3035,132
3036,0
3037,109
3038,118
3039,20
3040,79
3041,114
3042,103
3043,122
3044,29
3045,189
3046,120
3047,83
3048,16
3049,127
3050,59
3051,130
3052,41
3053,103
3054,69
3055,135
3056,65
3057,61
3058,32
3059,90
3060,125
3061,63
3062,123
3063,70
3064,87
3065,92
3066,63
3067,129
3068,129
3069,73
3070,93
3071,47
3072,95
3073,91
3074,100
3075,88
3076,140
3077,45
3078,67
3079,107
3080,87
3081,62
3082,29
3083,90
3084,83
3085,64
3086,26
3087,82
3088,12
3089,72
3090,274
3091,72
3092,23
3093,74
3094,80
3095,113
3096,117
3097,398
3098,0
3099,23
3100,104
3101,80
3102,22
3103,84
3104,73
3105,318
3106,136
3107,62
3108,102
3109,70
3110,95
3111,54
3112,97
3113,57
3114,108
3115,131
3116,36
3117,56
3118,55
3119,155
3120,25
3121,206
3122,74
3123,40
3124,110
3125,16
3126,78
3127,74
3128,58
3129,19
3130,93
3131,101
3132,0
3133,29
3134,122
3135,111
3136,46
3137,38
3138,176
3139,81
3140,110
3141,0
3142,47
3143,15
3144,124
3145,136
3146,117
3147,128
3148,205
3149,118
3150,77
3151,45
3152,122
3153,78
3154,71
3155,370
3156,75
3157,128
3158,79
3159,18
3160,87
3161,33
3162,22
3163,28
3164,156
3165,125
3166,70
3167,130
3168,102
3169,97
3170,145
3171,110
3172,87
3173,32
3174,153
3175,73
3176,92
3177,26
3178,21
3179,115
3180,65
3181,110
3182,31
3183,337
3184,115
3185,119
3186,126
3187,81
3188,58
3189,61
3190,19
3191,156
3192,14
3193,103
3194,350
3195,41
3196,125
3197,104
3198,39
3199,29
3200,98
3201,109
3202,127
3203,102
3204,319
3205,68
3206,82
3207,170
3208,150
3209,70
3210,200
3211,60
3212,109
3213,345
3214,140
3215,68
3216,340
3217,37
3218,77
3219,121
3220,135
3221,86
3222,98
3223,93
3224,134
3225,0
3226,94
3227,98
3228,17
3229,229
3230,78
3231,56
3232,90
3233,108
3234,32
3235,117
3236,105
3237,64
3238,109
3239,86
3240,76
3241,85
3242,69
3243,105
3244,84
3245,68
3246,70
3247,35
3248,38
3249,113
3250,352
3251,60
3252,84
3253,140
3254,88
3255,52
3256,29
3257,128
3258,121
3259,109
3260,53
3261,257
3262,110
3263,53
3264,124
3265,54
3266,88
3267,99
3268,22
3269,79
3270,57
3271,110
3272,105
3273,71
3274,34
3275,119
3276,200
3277,45
3278,0
3279,108
3280,116
3281,360
3282,123
3283,114
3284,87
3285,60
3286,106
3287,88
3288,79
3289,213
3290,223
3291,96
3292,39
3293,72
3294,80
3295,25
3296,115
3297,20
3298,111
3299,102
3300,55
3301,121
3302,138
3303,341
3304,84
3305,136
3306,88
3307,64
3308,102
3309,25
3310,59
3311,119
3312,68
3313,149
3314,91
3315,56
3316,27
3317,98
3318,30
3319,0
3320,115
3321,206
3322,22
3323,131
3324,85
3325,80
3326,91
3327,103
3328,274
3329,54
3330,115
3331,110
3332,132
3333,95
3334,188
3335,79
3336,46
3337,151
3338,25
3339,192
3340,0
3341,26
3342,343
3343,51
3344,81
3345,265
3346,40
3347,42
3348,63
3349,84
3350,39
3351,91
3352,206
3353,66
3354,134
3355,43
3356,126
3357,92
3358,15
3359,207
3360,176
3361,50
3362,27
3363,95
3364,91
3365,46
3366,157
3367,85
3368,167
3369,83
3370,76
3371,62
3372,79
3373,401
3374,73
3375,52
3376,40
3377,115
3378,98
3379,73
3380,34
3381,149
3382,24
3383,72
3384,103
3385,102
3386,76
3387,100
3388,73
3389,24
3390,21
3391,93
3392,24
3393,89
3394,182
3395,84
3396,91
3397,92
3398,96
3399,29
3400,78
3401,17
3402,61
3403,84
3404,95
3405,97
3406,55
3407,111
3408,74
3409,64
3410,99
3411,81
3412,109
3413,59
3414,227
3415,119
3416,54
3417,78
3418,24
3419,109
3420,28
3421,49
3422,111
3423,17
3424,56
3425,37
3426,92
3427,35
3428,74
3429,107
3430,56
3431,81
3432,92
3433,86
3434,96
3435,0
3436,52
3437,166
3438,58
3439,67
3440,45
3441,30
3442,83
3443,67
3444,112
3445,25
3446,62
3447,71
3448,120
3449,101
3450,132
3451,138
3452,87
3453,105
3454,113
3455,128
3456,121
3457,24
3458,389
3459,82
3460,31
3461,67
3462,232
3463,113
3464,25
3465,27
3466,80
3467,79
3468,50
3469,89
3470,45
3471,21
3472,24
3473,10
3474,33
3475,105
3476,91
3477,90
3478,192
3479,95
3480,30
3481,233
3482,69
3483,99
3484,92
3485,447
3486,119
3487,18
3488,128
3489,65
3490,367
3491,290
3492,99
3493,275
3494,106
3495,87
3496,77
3497,84
3498,32
3499,46
3500,153
3501,73
3502,0
3503,56
3504,0
3505,99
3506,79
3507,93
3508,38
3509,98
3510,118
3511,29
3512,67
3513,25
3514,63
3515,75
3516,25
3517,32
3518,108
3519,0
3520,136
3521,96
3522,103
3523,111
3524,83
3525,110
3526,23
3527,129
3528,116
3529,92
3530,124
3531,51
3532,57
3533,37
3534,125
3535,74
3536,203
3537,0
3538,86
3539,588
3540,83
3541,110
3542,118
3543,37
3544,56
3545,78
3546,0
3547,98
3548,85
3549,39
3550,22
3551,287
3552,0
3553,108
3554,33
3555,65
3556,93
3557,149
3558,192
3559,20
3560,300
3561,140
3562,66
3563,79
3564,39
3565,73
3566,103
3567,195
3568,75
3569,31
3570,240
3571,339
3572,287
3573,34
3574,102
3575,114
3576,88
3577,0
3578,102
3579,19
3580,142
3581,51
3582,27
3583,230
3584,0
3585,73
3586,78
3587,34
3588,0
3589,88
3590,60
3591,42
3592,117
3593,113
3594,50
3595,258
3596,186
3597,101
3598,63
3599,80
3600,63
3601,256
3602,100
3603,82
3604,39
3605,86
3606,0
3607,68
3608,51
3609,97
3610,86
3611,17
3612,51
3613,222
3614,116
3615,131
3616,102
3617,60
3618,137
3619,93
3620,19
3621,139
3622,126
3623,214
3624,84
3625,72
3626,64
3627,64
3628,28
3629,178
3630,74
3631,0
3632,88
3633,126
3634,22
3635,114
3636,104
3637,60
3638,127
3639,142
3640,108
3641,143
3642,147
3643,116
3644,83
3645,106
3646,90
3647,31
3648,83
3649,129
3650,0
3651,123
3652,101
3653,17
3654,91
3655,74
3656,27
3657,144
3658,30
3659,35
3660,63
3661,22
3662,17
3663,95
3664,24
3665,51
3666,20
3667,105
3668,131
3669,82
3670,150
3671,317
3672,84
3673,24
3674,98
3675,162
3676,83
3677,138
3678,26
3679,95
3680,92
3681,64
3682,57
3683,170
3684,23
3685,123
3686,93
3687,37
3688,105
3689,16
3690,39
3691,84
3692,146
3693,119
3694,22
3695,109
3696,84
3697,159
3698,70
3699,17
3700,77
3701,119
3702,88
3703,122
3704,134
3705,53
3706,44
3707,90
3708,110
3709,133
3710,81
3711,362
3712,53
3713,127
3714,0
3715,0
3716,68
3717,127
3718,113
3719,63
3720,98
3721,116
3722,18
3723,86
3724,98
3725,82
3726,39
3727,138
3728,98
3729,334
3730,245
3731,137
3732,138
3733,116
3734,75
3735,47
3736,122
3737,115
3738,18
3739,20
3740,115
3741,95
3742,38
3743,18
3744,50
3745,28
3746,66
3747,106
3748,42
3749,48
3750,36
3751,109
3752,70
3753,60
3754,122
3755,58
3756,31
3757,85
3758,70
3759,95
3760,58
3761,40
3762,75
3763,84
3764,104
3765,11
3766,111
3767,118
3768,492
3769,148
3770,83
3771,102
3772,64
3773,16
3774,119
3775,83
3776,62
3777,111
3778,99
3779,93
3780,62
3781,106
3782,24
3783,85
3784,28
3785,58
3786,76
3787,0
3788,0
3789,131
3790,93
3791,0
3792,29
3793,30
3794,0
3795,0
3796,112
3797,50
3798,106
3799,247
3800,42
3801,81
3802,117
3803,531
3804,117
3805,102
3806,65
3807,107
3808,79
3809,112
3810,113
3811,330
3812,68
3813,0
3814,44
3815,264
3816,71
3817,166
3818,37
3819,391
3820,0
3821,73
3822,75
3823,98
3824,0
3825,102
3826,286
3827,56
3828,214
3829,113
3830,54
3831,255
3832,117
3833,80
3834,120
3835,75
3836,112
3837,160
3838,115
3839,100
3840,0
3841,74
3842,55
3843,62
3844,126
3845,60
3846,26
3847,105
3848,58
3849,44
3850,53
3851,113
3852,82
3853,92
3854,95
3855,81
3856,79
3857,234
3858,0
3859,96
3860,121
3861,0
3862,118
3863,0
3864,112
3865,44
3866,16
3867,172
3868,97
3869,99
3870,72
3871,27
3872,104
3873,98
3874,85
3875,56
3876,88
3877,66
3878,84
3879,65
3880,78
3881,105
3882,164
3883,88
3884,98
3885,78
3886,21
3887,24
3888,163
3889,54
3890,86
3891,0
3892,78
3893,86
3894,26
3895,182
3896,66
3897,28
3898,0
3899,0
3900,119
3901,49
3902,124
3903,143
3904,109
3905,110
3906,0
3907,94
3908,105
3909,14
3910,27
3911,24
3912,26
3913,104
3914,121
3915,80
3916,234
3917,69
3918,237
3919,43
3920,63
3921,74
3922,103
3923,101
3924,83
3925,300
3926,168
3927,111
3928,104
3929,384
3930,52
3931,108
3932,34
3933,129
3934,320
3935,110
3936,106
3937,97
3938,83
3939,264
3940,61
3941,0
3942,85
3943,327
3944,39
3945,111
3946,117
3947,78
3948,30
3949,84
3950,72
3951,90
3952,66
3953,108
3954,86
3955,66
3956,146
3957,66
3958,0
3959,189
3960,49
3961,72
3962,114
3963,25
3964,62
3965,88
3966,87
3967,76
3968,40
3969,169
3970,87
3971,101
3972,16
3973,83
3974,125
3975,84
3976,98
3977,76
3978,271
3979,100
3980,71
3981,34
3982,106
3983,116
3984,105
3985,54
3986,22
3987,14
3988,88
3989,0
3990,68
3991,82
3992,108
3993,168
3994,28
3995,81
3996,0
3997,104
3998,117
3999,100
4000,0
4001,151
4002,29
4003,17
4004,0
4005,15
4006,139
4007,189
4008,111
4009,108
4010,22
4011,176
4012,104
4013,78
4014,81
4015,94
4016,91
4017,25
4018,77
4019,57
4020,27
4021,93
4022,0
4023,27
4024,0
4025,107
4026,140
4027,113
4028,28
4029,131
4030,34
4031,128
4032,105
4033,112
4034,33
4035,102
4036,122
4037,145
4038,298
4039,85
4040,69
4041,101
4042,83
4043,178
4044,0
4045,30
4046,89
4047,113
4048,123
4049,286
4050,27
4051,37
4052,78
4053,91
4054,53
4055,91
4056,115
4057,162
4058,30
4059,276
4060,29
4061,32
4062,10
4063,69
4064,72
4065,155
4066,118
4067,109
4068,97
4069,104
4070,46
4071,0
4072,57
4073,132
4074,134
4075,100
4076,34
4077,25
4078,84
4079,255
4080,65
4081,0
4082,15
4083,74
4084,8
4085,276
4086,42
4087,23
4088,95
4089,97
4090,111
4091,0
4092,105
4093,74
4094,109
4095,0
4096,139
4097,108
4098,51
4099,56
4100,98
4101,185
4102,123
4103,26
4104,29
4105,76
4106,113
4107,116
4108,180
4109,74
4110,177
4111,0
4112,14
4113,71
4114,110
4115,118
4116,63
4117,77
4118,133
4119,17
4120,35
4121,102
4122,101
4123,27
4124,294
4125,169
4126,68
4127,131
4128,268
4129,105
4130,124
4131,87
4132,47
4133,117
4134,116
4135,122
4136,22
4137,106
4138,123
4139,110
4140,152
4141,57
4142,266
4143,135
4144,26
4145,82
4146,52
4147,137
4148,22
4149,27
4150,25
4151,110
4152,15
4153,59
4154,29
4155,0
4156,129
4157,75
4158,42
4159,62
4160,83
4161,61
4162,78
4163,80
4164,168
4165,24
4166,100
4167,59
4168,45
4169,69
4170,97
4171,102
4172,45
4173,80
4174,122
4175,56
4176,143
4177,346
4178,204
4179,288
4180,83
4181,69
4182,70
4183,144
4184,194
4185,25
4186,77
4187,34
4188,103
4189,162
4190,0
4191,105
4192,81
4193,68
4194,70
4195,106
4196,41
4197,68
4198,97
4199,53
4200,40
4201,100
4202,99
4203,122
4204,82
4205,302
4206,117
4207,31
4208,16
4209,115
4210,24
4211,147
4212,74
4213,54
4214,108
4215,27
4216,27
4217,375
4218,131
4219,19
4220,60
4221,95
4222,26
4223,69
4224,83
4225,170
4226,118
4227,27
4228,99
4229,24
4230,97
4231,61
4232,157
4233,131
4234,100
4235,90
4236,105
4237,49
4238,75
4239,0
4240,112
4241,14
4242,97
4243,0
4244,17
4245,61
4246,46
4247,0
4248,108
4249,121
4250,27
4251,273
4252,103
4253,46
4254,129
4255,301
4256,255
4257,55
4258,25
4259,244
4260,19
4261,0
4262,114
4263,13
4264,126
4265,105
4266,92
4267,0
4268,91
4269,74
4270,109
4271,112
4272,0
4273,40
4274,75
4275,43
4276,190
4277,228
4278,0
4279,70
4280,108
4281,66
4282,109
4283,25
4284,20
4285,37
4286,48
4287,0
4288,0
4289,29
4290,278
4291,115
4292,114
4293,87
4294,92
4295,0
4296,330
4297,84
4298,72
4299,64
4300,78
4301,128
4302,63
4303,28
4304,110
4305,357
4306,25
4307,72
4308,75
4309,132
4310,107
4311,121
4312,40
4313,107
4314,129
4315,118
4316,29
4317,130
4318,42
4319,68
4320,72
4321,247
4322,239
4323,56
4324,27
4325,0
4326,30
4327,230
4328,130
4329,82
4330,28
4331,87
4332,12
4333,150
4334,92
4335,145
4336,211
4337,276
4338,22
4339,37
4340,0
4341,68
4342,78
4343,130
4344,45
4345,131
4346,89
4347,29
4348,74
4349,110
4350,315
4351,31
4352,64
4353,65
4354,27
4355,112
4356,49
4357,147
4358,68
4359,81
4360,108
4361,55
4362,142
4363,296
4364,72
4365,67
4366,39
4367,79
4368,87
4369,87
4370,98
4371,72
4372,110
4373,122
4374,77
4375,97
4376,68
4377,403
4378,13
4379,90
4380,163
4381,16
4382,24
4383,0
4384,116
4385,0
4386,76
4387,0
4388,120
4389,109
4390,125
4391,67
4392,105
4393,62
4394,121
4395,175
4396,75
4397,73
4398,75
4399,75
4400,80
4401,93
4402,129
4403,85
4404,85
4405,107
4406,76
4407,120
4408,0
4409,158
4410,307
4411,112
4412,134
4413,23
4414,83
4415,96
4416,87
4417,114
4418,72
4419,100
4420,87
4421,73
4422,99
4423,304
4424,85
4425,214
4426,51
4427,70
4428,26
4429,65
4430,92
4431,51
4432,89
4433,55
4434,0
4435,152
4436,52
4437,24
4438,128
4439,96
4440,52
4441,125
4442,115
4443,150
4444,72
4445,125
4446,76
4447,97
4448,88
4449,70
4450,14
4451,118
4452,123
4453,161
4454,49
4455,61
4456,116
4457,25
4458,132
4459,119
4460,90
4461,90
4462,107
4463,43
4464,40
4465,119
4466,97
4467,117
4468,97
4469,21
4470,105
4471,101
4472,104
4473,260
4474,198
4475,59
4476,16
4477,69
4478,18
4479,135
4480,22
4481,91
4482,76
4483,94
4484,252
4485,42
4486,63
4487,124
4488,131
4489,101
4490,342
4491,79
4492,78
4493,112
4494,95
4495,83
4496,48
4497,69
4498,73
4499,20
4500,252
4501,133
4502,83
4503,245
4504,30
4505,171
4506,0
4507,101
4508,39
4509,39
4510,154
4511,86
4512,0
4513,149
4514,115
4515,138
4516,102
4517,144
4518,107
4519,78
4520,142
4521,50
4522,116
4523,13
4524,106
4525,338
4526,28
4527,55
4528,94
4529,105
4530,65
4531,0
4532,64
4533,71
4534,0
4535,41
4536,148
4537,85
4538,75
4539,27
4540,70
4541,82
4542,77
4543,126
4544,103
4545,200
4546,89
4547,39
4548,70
4549,208
4550,148
4551,129
4552,95
4553,73
4554,83
4555,62
4556,127
4557,117
4558,96
4559,121
4560,54
4561,65
4562,123
4563,14
4564,108
4565,142
4566,21
4567,96
4568,19
4569,56
4570,56
4571,128
4572,90
4573,29
4574,111
4575,157
4576,89
4577,80
4578,123
4579,0
4580,67
4581,136
4582,204
4583,98
4584,30
4585,34
4586,46
4587,84
4588,101
4589,107
4590,130
4591,122
4592,104
4593,128
4594,0
4595,67
4596,363
4597,122
4598,25
4599,47
4600,145
4601,120
4602,112
4603,92
4604,100
4605,96
4606,19
4607,79
4608,0
4609,56
4610,119
4611,0
4612,431
4613,94
4614,99
4615,66
4616,58
4617,34
4618,329
4619,50
4620,53
4621,241
4622,190
4623,100
4624,52
4625,91
4626,16
4627,92
4628,32
4629,110
4630,111
4631,78
4632,74
4633,43
4634,79
4635,62
4636,62
4637,55
4638,119
4639,29
4640,100
4641,90
4642,15
4643,100
4644,144
4645,127
4646,72
4647,178
4648,71
4649,116
4650,170
4651,252
4652,26
4653,68
4654,133
4655,24
4656,82
4657,27
4658,208
4659,39
4660,117
4661,50
4662,108
4663,112
4664,72
4665,90
4666,85
4667,27
4668,79
4669,99
4670,69
4671,375
4672,91
4673,0
4674,0
4675,0
4676,77
4677,251
4678,331
4679,34
4680,230
4681,85
4682,51
4683,123
4684,21
4685,29
4686,68
4687,71
4688,96
4689,0
4690,96
4691,47
4692,20
4693,58
4694,23
4695,252
4696,153
4697,55
4698,60
4699,280
4700,62
4701,78
4702,140
4703,65
4704,107
4705,97
4706,76
4707,70
4708,71
4709,139
4710,42
4711,47
4712,139
4713,47
4714,67
4715,123
4716,82
4717,62
4718,21
4719,30
4720,169
4721,93
4722,42
4723,97
4724,65
4725,97
4726,87
4727,56
4728,61
4729,113
4730,101
4731,48
4732,77
4733,36
4734,0
4735,89
4736,100
4737,76
4738,46
4739,77
4740,41
4741,44
4742,115
4743,16
4744,57
4745,73
4746,41
4747,122
4748,99
4749,36
4750,37
4751,61
4752,114
4753,93
4754,75
4755,91
4756,50
4757,95
4758,317
4759,28
4760,32
4761,105
4762,122
4763,29
4764,82
4765,99
4766,285
4767,238
4768,96
4769,71
4770,57
4771,114
4772,118
4773,42
4774,41
4775,102
4776,112
4777,93
4778,122
4779,82
4780,88
4781,29
4782,75
4783,72
4784,114
4785,125
4786,0
4787,129
4788,82
4789,67
4790,357
4791,82
4792,56
4793,122
4794,49
4795,223
4796,115
4797,53
4798,114
4799,60
4800,54
4801,85
4802,83
4803,44
4804,183
4805,123
4806,112
4807,83
4808,64
4809,41
4810,18
4811,77
4812,34
4813,143
4814,67
4815,256
4816,114
4817,181
4818,20
4819,116
4820,0
4821,55
4822,69
4823,88
4824,100
4825,58
4826,17
4827,106
4828,121
4829,38
4830,112
4831,32
4832,88
4833,139
4834,66
4835,30
4836,100
4837,0
4838,90
4839,110
4840,108
4841,89
4842,169
4843,0
4844,65
4845,142
4846,113
4847,128
4848,102
4849,20
4850,103
4851,115
4852,33
4853,19
4854,65
4855,69
4856,98
4857,0
4858,15
4859,92
4860,99
4861,108
4862,132
4863,88
4864,110
4865,88
4866,104
4867,98
4868,70
4869,39
4870,43
4871,40
4872,83
4873,28
4874,383
4875,32
4876,76
4877,154
4878,13
4879,35
4880,0
4881,109
4882,117
4883,80
4884,167
4885,145
4886,82
4887,71
4888,229
4889,0
4890,64
4891,112
4892,123
4893,24
4894,509
4895,210
4896,79
4897,124
4898,71
4899,112
4900,92
4901,125
4902,0
4903,116
4904,295
4905,64
4906,0
4907,84
4908,80
4909,139
4910,386
4911,0
4912,82
4913,265
4914,223
4915,83
4916,0
4917,110
4918,92
4919,54
4920,74
4921,67
4922,25
4923,117
4924,206
4925,81
4926,26
4927,24
4928,110
4929,233
4930,75
4931,43
4932,18
4933,100
4934,120
4935,109
4936,119
4937,85
4938,78
4939,132
4940,232
4941,110
4942,122
4943,112
4944,0
4945,54
4946,68
4947,43
4948,200
4949,126
4950,122
4951,102
4952,22
4953,67
4954,44
4955,135
4956,23
4957,79
4958,23
4959,67
4960,97
4961,84
4962,269
4963,29
4964,110
4965,0
4966,19
4967,75
4968,22
4969,138
4970,97
4971,32
4972,150
4973,89
4974,140
4975,43
4976,112
4977,49
4978,42
4979,62
4980,41
4981,75
4982,112
4983,119
4984,47
4985,124
4986,163
4987,34
4988,58
4989,91
4990,113
4991,116
4992,91
4993,200
4994,124
4995,32
4996,63
4997,0
4998,88
4999,49
5000,83
5001,30
5002,100
5003,44
5004,362
5005,153
5006,121
5007,94
5008,73
5009,23
5010,110
5011,55
5012,97
5013,47
5014,64
5015,101
5016,272
5017,58
5018,58
5019,100
5020,73
5021,0
5022,44
5023,129
5024,77
5025,226
5026,0
5027,50
5028,132
5029,89
5030,80
5031,88
5032,68
5033,70
5034,43
5035,95
5036,325
5037,66
5038,41
5039,75
5040,119
5041,112
5042,88
5043,199
5044,387
5045,122
5046,115
5047,205
5048,108
5049,329
5050,97
5051,107
5052,147
5053,128
5054,83
5055,106
5056,25
5057,88
5058,22
5059,98
5060,108
5061,0
5062,105
5063,0
5064,31
5065,33
5066,104
5067,17
5068,43
5069,29
5070,132
5071,118
5072,84
5073,135
5074,0
5075,139
5076,377
5077,97
5078,62
5079,20
5080,73
5081,41
5082,89
5083,106
5084,111
5085,119
5086,234
5087,113
5088,104
5089,59
5090,131
5091,80
5092,50
5093,70
5094,101
5095,100
5096,60
5097,88
5098,0
5099,121
5100,72
5101,127
5102,96
5103,36
5104,128
5105,74
5106,77
5107,160
5108,0
5109,0
5110,287
5111,124
5112,63
5113,98
5114,0
5115,23
5116,164
5117,0
5118,42
5119,72
5120,39
5121,130
5122,33
5123,100
5124,0
5125,192
5126,103
5127,82
5128,0
5129,71
5130,28
5131,86
5132,338
5133,124
5134,167
5135,0
5136,48
5137,113
5138,107
5139,0
5140,17
5141,31
5142,23
5143,28
5144,154
5145,30
5146,43
5147,67
5148,97
5149,11
5150,112
5151,83
5152,0
5153,102
5154,60
5155,86
5156,62
5157,47
5158,21
5159,113
5160,115
5161,87
5162,34
5163,98
5164,124
5165,117
5166,72
5167,53
5168,80
5169,0
5170,51
5171,80
5172,27
5173,77
5174,0
5175,260
5176,31
5177,107
5178,142
5179,78
5180,67
5181,110
5182,21
5183,357
5184,79
5185,64
5186,123
5187,113
5188,110
5189,17
5190,103
5191,238
5192,122
5193,252
5194,55
5195,114
5196,102
5197,60
5198,63
5199,107
5200,42
5201,108
5202,66
5203,142
5204,86
5205,127
5206,145
5207,116
5208,84
5209,73
5210,78
5211,79
5212,116
5213,289
5214,82
5215,104
5216,65
5217,84
5218,22
5219,0
5220,183
5221,210
5222,233
5223,121
5224,42
5225,99
5226,117
5227,45
5228,69
5229,29
5230,63
5231,110
5232,60
5233,119
5234,99
5235,232
5236,13
5237,157
5238,69
5239,79
5240,70
5241,82
5242,86
5243,32
5244,82
5245,0
5246,70
5247,120
5248,27
5249,264
5250,80
5251,43
5252,103
5253,29
5254,83
5255,34
5256,208
5257,475
5258,142
5259,245
5260,0
5261,72
5262,115
5263,396
5264,17
5265,94
5266,102
5267,23
5268,109
5269,82
5270,293
5271,18
5272,252
5273,71
5274,344
5275,280
5276,47
5277,48
5278,16
5279,74
5280,303
5281,98
5282,82
5283,0
5284,522
5285,85
5286,51
5287,119
5288,26
5289,180
5290,424
5291,354
5292,83
5293,22
5294,107
5295,64
5296,71
5297,94
5298,67
5299,61
5300,0
5301,66
5302,107
5303,55
5304,45
5305,23
5306,26
5307,103
5308,15
5309,79
5310,79
5311,103
5312,123
5313,129
5314,90
5315,124
5316,71
5317,21
5318,65
5319,347
5320,38
5321,96
5322,112
5323,105
5324,22
5325,127
5326,22
5327,0
5328,142
5329,71
5330,148
5331,112
5332,100
5333,65
5334,79
5335,42
5336,25
5337,106
5338,159
5339,340
5340,36
5341,41
5342,37
5343,72
5344,121
5345,109
5346,69
5347,72
5348,0
5349,93
5350,109
5351,331
5352,93
5353,42
5354,96
5355,87
5356,66
5357,83
5358,36
5359,21
5360,79
5361,118
5362,97
5363,25
5364,115
5365,78
5366,71
5367,112
5368,73
5369,97
5370,107
5371,66
5372,127
5373,52
5374,106
5375,95
5376,98
5377,64
5378,36
5379,179
5380,168
5381,143
5382,98
5383,52
5384,121
5385,0
5386,91
5387,119
5388,118
5389,109
5390,163
5391,21
5392,110
5393,74
5394,123
5395,103
5396,18
5397,105
5398,284
5399,134
5400,147
5401,199
5402,117
5403,116
5404,34
5405,77
5406,88
5407,160
5408,147
5409,295
5410,110
5411,0
5412,246
5413,36
5414,107
5415,45
5416,126
5417,80
5418,274
5419,75
5420,141
5421,94
5422,59
5423,76
5424,83
5425,72
5426,132
5427,39
5428,79
5429,101
5430,235
5431,46
5432,80
5433,504
5434,62
5435,120
5436,56
5437,69
5438,156
5439,54
5440,59
5441,366
5442,62
5443,78
5444,62
5445,100
5446,109
5447,145
5448,53
5449,42
5450,0
5451,60
5452,22
5453,98
5454,48
5455,52
5456,77
5457,135
5458,108
5459,21
5460,112
5461,107
5462,117
5463,79
5464,225
5465,83
5466,22
5467,53
5468,58
5469,86
5470,20
5471,73
5472,98
5473,75
5474,17
5475,20
5476,90
5477,75
5478,0
5479,88
5480,77
5481,71
5482,153
5483,95
5484,73
5485,186
5486,12
5487,43
5488,39
5489,135
5490,52
5491,111
5492,111
5493,22
5494,82
5495,25
5496,124
5497,77
5498,73
5499,175
5500,34
5501,77
5502,147
5503,171
5504,71
5505,34
5506,87
5507,98
5508,97
5509,156
5510,113
5511,129
5512,130
5513,30
5514,15
5515,114
5516,83
5517,132
5518,21
5519,17
5520,55
5521,60
5522,90
5523,126
5524,35
5525,115
5526,43
5527,74
5528,52
5529,81
5530,130
5531,154
5532,28
5533,120
5534,107
5535,134
5536,104
5537,30
5538,168
5539,25
5540,19
5541,123
5542,121
5543,86
5544,25
5545,99
5546,34
5547,104
5548,56
5549,117
5550,73
5551,37
5552,371
5553,119
5554,104
5555,129
5556,71
5557,77
5558,18
5559,194
5560,0
5561,75
5562,92
5563,65
5564,39
5565,0
5566,0
5567,120
5568,262
5569,107
5570,32
5571,0
5572,107
5573,64
5574,73
5575,144
5576,161
5577,149
5578,114
5579,151
5580,101
5581,85
5582,28
5583,127
5584,33
5585,88
5586,119
5587,0
5588,32
5589,373
5590,89
5591,165
5592,88
5593,113
5594,43
5595,119
5596,77
5597,34
5598,76
5599,7
5600,90
5601,90
5602,162
5603,87
5604,131
5605,126
5606,88
5607,106
5608,87
5609,101
5610,243
5611,105
5612,134
5613,72
5614,108
5615,132
5616,94
5617,51
5618,0
5619,0
5620,70
5621,36
5622,83
5623,327
5624,102
5625,174
5626,12
5627,91
5628,206
5629,147
5630,140
5631,52
5632,140
5633,39
5634,75
5635,171
5636,73
5637,56
5638,78
5639,293
5640,17
5641,31
5642,127
5643,125
5644,27
5645,549
5646,83
5647,0
5648,88
5649,0
5650,0
5651,398
5652,105
5653,22
5654,101
5655,83
5656,117
5657,52
5658,110
5659,119
5660,194
5661,303
5662,96
5663,110
5664,88
5665,102
5666,54
5667,38
5668,105
5669,64
5670,32
5671,28
5672,0
5673,79
5674,98
5675,84
5676,73
5677,73
5678,70
5679,108
5680,84
5681,26
5682,73
5683,78
5684,87
5685,20
5686,89
5687,30
5688,111
5689,68
5690,17
5691,108
5692,164
5693,110
5694,94
5695,236
5696,68
5697,52
5698,67
5699,127
5700,138
5701,98
5702,67
5703,93
5704,247
5705,82
5706,61
5707,83
5708,320
5709,129
5710,0
5711,194
5712,91
5713,91
5714,299
5715,98
5716,24
5717,355
5718,118
5719,55
5720,0
5721,57
5722,98
5723,49
5724,17
5725,63
5726,75
5727,51
5728,0
5729,63
5730,112
5731,110
5732,89
5733,87
5734,0
5735,6
5736,109
5737,27
5738,94
5739,167
5740,65
5741,131
5742,85
5743,112
5744,98
5745,85
5746,89
5747,77
5748,83
5749,115
5750,64
5751,101
5752,155
5753,68
5754,145
5755,73
5756,62
5757,107
5758,166
5759,140
5760,71
5761,62
5762,128
5763,308
5764,128
5765,64
5766,76
5767,105
5768,111
5769,102
5770,105
5771,69
5772,115
5773,70
5774,96
5775,142
5776,81
5777,149
5778,77
5779,79
5780,117
5781,94
5782,80
5783,130
5784,41
5785,131
5786,298
5787,88
5788,36
5789,65
5790,398
5791,79
5792,74
5793,26
5794,114
5795,24
5796,23
5797,70
