,x
1500,2012-12-14
1501,2012-12-17
1502,2012-12-18
1503,2012-12-19
1504,2012-12-20
1505,2012-12-21
1506,2012-12-24
1507,2012-12-26
1508,2012-12-27
1509,2012-12-28
1510,2012-12-31
1511,2013-01-02
1512,2013-01-03
1513,2013-01-04
1514,2013-01-07
1515,2013-01-08
1516,2013-01-09
1517,2013-01-10
1518,2013-01-11
1519,2013-01-14
1520,2013-01-15
1521,2013-01-16
1522,2013-01-17
1523,2013-01-18
1524,2013-01-22
1525,2013-01-23
1526,2013-01-24
1527,2013-01-25
1528,2013-01-28
1529,2013-01-29
1530,2013-01-30
1531,2013-01-31
1532,2013-02-01
1533,2013-02-04
1534,2013-02-05
1535,2013-02-06
1536,2013-02-07
1537,2013-02-08
1538,2013-02-11
1539,2013-02-12
1540,2013-02-13
1541,2013-02-14
1542,2013-02-15
1543,2013-02-19
1544,2013-02-20
1545,2013-02-21
1546,2013-02-22
1547,2013-02-25
1548,2013-02-26
1549,2013-02-27
1550,2013-02-28
1551,2013-03-01
1552,2013-03-04
1553,2013-03-05
1554,2013-03-06
1555,2013-03-07
1556,2013-03-08
1557,2013-03-11
1558,2013-03-12
1559,2013-03-13
1560,2013-03-14
1561,2013-03-15
1562,2013-03-18
1563,2013-03-19
1564,2013-03-20
1565,2013-03-21
1566,2013-03-22
1567,2013-03-25
1568,2013-03-26
1569,2013-03-27
1570,2013-03-28
1571,2013-04-01
1572,2013-04-02
1573,2013-04-03
1574,2013-04-04
1575,2013-04-05
1576,2013-04-08
1577,2013-04-09
1578,2013-04-10
1579,2013-04-11
1580,2013-04-12
1581,2013-04-15
1582,2013-04-16
1583,2013-04-17
1584,2013-04-18
1585,2013-04-19
1586,2013-04-22
1587,2013-04-23
1588,2013-04-24
1589,2013-04-25
1590,2013-04-26
1591,2013-04-29
1592,2013-04-30
1593,2013-05-01
1594,2013-05-02
1595,2013-05-03
1596,2013-05-06
1597,2013-05-07
1598,2013-05-08
1599,2013-05-09
1600,2013-05-10
1601,2013-05-13
1602,2013-05-14
1603,2013-05-15
1604,2013-05-16
1605,2013-05-17
1606,2013-05-20
1607,2013-05-21
1608,2013-05-22
1609,2013-05-23
1610,2013-05-24
1611,2013-05-28
1612,2013-05-29
1613,2013-05-30
1614,2013-05-31
1615,2013-06-03
1616,2013-06-04
1617,2013-06-05
1618,2013-06-06
1619,2013-06-07
1620,2013-06-10
1621,2013-06-11
1622,2013-06-12
1623,2013-06-13
1624,2013-06-14
1625,2013-06-17
1626,2013-06-18
1627,2013-06-19
1628,2013-06-20
1629,2013-06-21
1630,2013-06-24
1631,2013-06-25
1632,2013-06-26
1633,2013-06-27
1634,2013-06-28
1635,2013-07-01
1636,2013-07-02
1637,2013-07-03
1638,2013-07-05
1639,2013-07-08
1640,2013-07-09
1641,2013-07-10
1642,2013-07-11
1643,2013-07-12
1644,2013-07-15
1645,2013-07-16
1646,2013-07-17
1647,2013-07-18
1648,2013-07-19
1649,2013-07-22
1650,2013-07-23
1651,2013-07-24
1652,2013-07-25
1653,2013-07-26
1654,2013-07-29
1655,2013-07-30
1656,2013-07-31
1657,2013-08-01
1658,2013-08-02
1659,2013-08-05
1660,2013-08-06
1661,2013-08-07
1662,2013-08-08
1663,2013-08-09
1664,2013-08-12
1665,2013-08-13
1666,2013-08-14
1667,2013-08-15
1668,2013-08-16
1669,2013-08-19
1670,2013-08-20
1671,2013-08-21
1672,2013-08-22
1673,2013-08-23
1674,2013-08-26
1675,2013-08-27
1676,2013-08-28
1677,2013-08-29
1678,2013-08-30
1679,2013-09-03
1680,2013-09-04
1681,2013-09-05
1682,2013-09-06
1683,2013-09-09
1684,2013-09-10
1685,2013-09-11
1686,2013-09-12
1687,2013-09-13
1688,2013-09-16
1689,2013-09-17
1690,2013-09-18
1691,2013-09-19
1692,2013-09-20
1693,2013-09-23
1694,2013-09-24
1695,2013-09-25
1696,2013-09-26
1697,2013-09-27
1698,2013-09-30
1699,2013-10-01
1700,2013-10-02
1701,2013-10-03
1702,2013-10-04
1703,2013-10-07
1704,2013-10-08
1705,2013-10-09
1706,2013-10-10
1707,2013-10-11
1708,2013-10-14
1709,2013-10-15
1710,2013-10-16
1711,2013-10-17
1712,2013-10-18
1713,2013-10-21
1714,2013-10-22
1715,2013-10-23
1716,2013-10-24
1717,2013-10-25
1718,2013-10-28
1719,2013-10-29
1720,2013-10-30
1721,2013-10-31
1722,2013-11-01
1723,2013-11-04
1724,2013-11-05
1725,2013-11-06
1726,2013-11-07
1727,2013-11-08
1728,2013-11-11
1729,2013-11-12
1730,2013-11-13
1731,2013-11-14
1732,2013-11-15
1733,2013-11-18
1734,2013-11-19
1735,2013-11-20
1736,2013-11-21
1737,2013-11-22
1738,2013-11-25
1739,2013-11-26
1740,2013-11-27
1741,2013-11-29
1742,2013-12-02
1743,2013-12-03
1744,2013-12-04
1745,2013-12-05
1746,2013-12-06
1747,2013-12-09
1748,2013-12-10
1749,2013-12-11
1750,2013-12-12
1751,2013-12-13
1752,2013-12-16
1753,2013-12-17
1754,2013-12-18
1755,2013-12-19
1756,2013-12-20
1757,2013-12-23
1758,2013-12-24
1759,2013-12-26
1760,2013-12-27
1761,2013-12-30
1762,2013-12-31
1763,2014-01-02
1764,2014-01-03
1765,2014-01-06
1766,2014-01-07
1767,2014-01-08
1768,2014-01-09
1769,2014-01-10
1770,2014-01-13
1771,2014-01-14
1772,2014-01-15
1773,2014-01-16
1774,2014-01-17
1775,2014-01-21
1776,2014-01-22
1777,2014-01-23
1778,2014-01-24
1779,2014-01-27
1780,2014-01-28
1781,2014-01-29
1782,2014-01-30
1783,2014-01-31
1784,2014-02-03
1785,2014-02-04
1786,2014-02-05
1787,2014-02-06
1788,2014-02-07
1789,2014-02-10
1790,2014-02-11
1791,2014-02-12
1792,2014-02-13
1793,2014-02-14
1794,2014-02-18
1795,2014-02-19
1796,2014-02-20
1797,2014-02-21
1798,2014-02-24
1799,2014-02-25
1800,2014-02-26
1801,2014-02-27
1802,2014-02-28
1803,2014-03-03
1804,2014-03-04
1805,2014-03-05
1806,2014-03-06
1807,2014-03-07
1808,2014-03-10
1809,2014-03-11
1810,2014-03-12
1811,2014-03-13
1812,2014-03-14
1813,2014-03-17
1814,2014-03-18
1815,2014-03-19
1816,2014-03-20
1817,2014-03-21
1818,2014-03-24
1819,2014-03-25
1820,2014-03-26
1821,2014-03-27
1822,2014-03-28
1823,2014-03-31
1824,2014-04-01
1825,2014-04-02
1826,2014-04-03
1827,2014-04-04
1828,2014-04-07
1829,2014-04-08
1830,2014-04-09
1831,2014-04-10
1832,2014-04-11
1833,2014-04-14
1834,2014-04-15
1835,2014-04-16
1836,2014-04-17
1837,2014-04-21
1838,2014-04-22
1839,2014-04-23
1840,2014-04-24
1841,2014-04-25
1842,2014-04-28
1843,2014-04-29
1844,2014-04-30
1845,2014-05-01
1846,2014-05-02
1847,2014-05-05
1848,2014-05-06
1849,2014-05-07
1850,2014-05-08
1851,2014-05-09
1852,2014-05-12
1853,2014-05-13
1854,2014-05-14
1855,2014-05-15
1856,2014-05-16
1857,2014-05-19
1858,2014-05-20
1859,2014-05-21
1860,2014-05-22
1861,2014-05-23
1862,2014-05-27
1863,2014-05-28
1864,2014-05-29
1865,2014-05-30
1866,2014-06-02
1867,2014-06-03
1868,2014-06-04
1869,2014-06-05
1870,2014-06-06
1871,2014-06-09
1872,2014-06-10
1873,2014-06-11
1874,2014-06-12
1875,2014-06-13
1876,2014-06-16
1877,2014-06-17
1878,2014-06-18
1879,2014-06-19
1880,2014-06-20
1881,2014-06-23
1882,2014-06-24
1883,2014-06-25
1884,2014-06-26
1885,2014-06-27
1886,2014-06-30
1887,2014-07-01
1888,2014-07-02
1889,2014-07-03
1890,2014-07-07
1891,2014-07-08
1892,2014-07-09
1893,2014-07-10
1894,2014-07-11
1895,2014-07-14
1896,2014-07-15
1897,2014-07-16
1898,2014-07-17
1899,2014-07-18
1900,2014-07-21
1901,2014-07-22
1902,2014-07-23
1903,2014-07-24
1904,2014-07-25
1905,2014-07-28
1906,2014-07-29
1907,2014-07-30
1908,2014-07-31
1909,2014-08-01
1910,2014-08-04
1911,2014-08-05
1912,2014-08-06
1913,2014-08-07
1914,2014-08-08
1915,2014-08-11
1916,2014-08-12
1917,2014-08-13
1918,2014-08-14
1919,2014-08-15
1920,2014-08-18
1921,2014-08-19
1922,2014-08-20
1923,2014-08-21
1924,2014-08-22
1925,2014-08-25
1926,2014-08-26
1927,2014-08-27
1928,2014-08-28
1929,2014-08-29
1930,2014-09-02
1931,2014-09-03
1932,2014-09-04
1933,2014-09-05
1934,2014-09-08
1935,2014-09-09
1936,2014-09-10
1937,2014-09-11
1938,2014-09-12
1939,2014-09-15
1940,2014-09-16
1941,2014-09-17
1942,2014-09-18
1943,2014-09-19
1944,2014-09-22
1945,2014-09-23
1946,2014-09-24
1947,2014-09-25
1948,2014-09-26
1949,2014-09-29
1950,2014-09-30
1951,2014-10-01
1952,2014-10-02
1953,2014-10-03
1954,2014-10-06
1955,2014-10-07
1956,2014-10-08
1957,2014-10-09
1958,2014-10-10
1959,2014-10-13
1960,2014-10-14
1961,2014-10-15
1962,2014-10-16
1963,2014-10-17
1964,2014-10-20
1965,2014-10-21
1966,2014-10-22
1967,2014-10-23
1968,2014-10-24
1969,2014-10-27
1970,2014-10-28
1971,2014-10-29
1972,2014-10-30
1973,2014-10-31
1974,2014-11-03
1975,2014-11-04
1976,2014-11-05
1977,2014-11-06
1978,2014-11-07
1979,2014-11-10
1980,2014-11-11
1981,2014-11-12
1982,2014-11-13
1983,2014-11-14
1984,2014-11-17
1985,2014-11-18
1986,2014-11-19
1987,2014-11-20
1988,2014-11-21
1989,2014-11-24
1990,2014-11-25
1991,2014-11-26
1992,2014-11-28
1993,2014-12-01
1994,2014-12-02
1995,2014-12-03
1996,2014-12-04
1997,2014-12-05
1998,2014-12-08
1999,2014-12-09
2000,2014-12-10
2001,2014-12-11
2002,2014-12-12
2003,2014-12-15
2004,2014-12-16
2005,2014-12-17
2006,2014-12-18
2007,2014-12-19
2008,2014-12-22
2009,2014-12-23
2010,2014-12-24
2011,2014-12-26
2012,2014-12-29
2013,2014-12-30
2014,2014-12-31
2015,2015-01-02
2016,2015-01-05
2017,2015-01-06
2018,2015-01-07
2019,2015-01-08
2020,2015-01-09
2021,2015-01-12
2022,2015-01-13
2023,2015-01-14
2024,2015-01-15
2025,2015-01-16
2026,2015-01-20
2027,2015-01-21
2028,2015-01-22
2029,2015-01-23
2030,2015-01-26
2031,2015-01-27
2032,2015-01-28
2033,2015-01-29
2034,2015-01-30
2035,2015-02-02
2036,2015-02-03
2037,2015-02-04
2038,2015-02-05
2039,2015-02-06
2040,2015-02-09
2041,2015-02-10
2042,2015-02-11
2043,2015-02-12
2044,2015-02-13
2045,2015-02-17
2046,2015-02-18
2047,2015-02-19
2048,2015-02-20
2049,2015-02-23
2050,2015-02-24
2051,2015-02-25
2052,2015-02-26
2053,2015-02-27
2054,2015-03-02
2055,2015-03-03
2056,2015-03-04
2057,2015-03-05
2058,2015-03-06
2059,2015-03-09
2060,2015-03-10
2061,2015-03-11
2062,2015-03-12
2063,2015-03-13
2064,2015-03-16
2065,2015-03-17
2066,2015-03-18
2067,2015-03-19
2068,2015-03-20
2069,2015-03-23
2070,2015-03-24
2071,2015-03-25
2072,2015-03-26
2073,2015-03-27
2074,2015-03-30
2075,2015-03-31
2076,2015-04-01
2077,2015-04-02
2078,2015-04-06
2079,2015-04-07
2080,2015-04-08
2081,2015-04-09
2082,2015-04-10
2083,2015-04-13
2084,2015-04-14
2085,2015-04-15
2086,2015-04-16
2087,2015-04-17
2088,2015-04-20
2089,2015-04-21
2090,2015-04-22
2091,2015-04-23
2092,2015-04-24
2093,2015-04-27
2094,2015-04-28
2095,2015-04-29
2096,2015-04-30
2097,2015-05-01
2098,2015-05-04
2099,2015-05-05
2100,2015-05-06
2101,2015-05-07
2102,2015-05-08
2103,2015-05-11
2104,2015-05-12
2105,2015-05-13
2106,2015-05-14
2107,2015-05-15
2108,2015-05-18
2109,2015-05-19
2110,2015-05-20
2111,2015-05-21
2112,2015-05-22
2113,2015-05-26
2114,2015-05-27
2115,2015-05-28
2116,2015-05-29
2117,2015-06-01
2118,2015-06-02
2119,2015-06-03
2120,2015-06-04
2121,2015-06-05
2122,2015-06-08
2123,2015-06-09
2124,2015-06-10
2125,2015-06-11
2126,2015-06-12
2127,2015-06-15
2128,2015-06-16
2129,2015-06-17
2130,2015-06-18
2131,2015-06-19
2132,2015-06-22
2133,2015-06-23
2134,2015-06-24
2135,2015-06-25
2136,2015-06-26
2137,2015-06-29
2138,2015-06-30
2139,2015-07-01
2140,2015-07-02
2141,2015-07-06
2142,2015-07-07
2143,2015-07-08
2144,2015-07-09
2145,2015-07-10
2146,2015-07-13
2147,2015-07-14
2148,2015-07-15
2149,2015-07-16
2150,2015-07-17
2151,2015-07-20
2152,2015-07-21
2153,2015-07-22
2154,2015-07-23
2155,2015-07-24
2156,2015-07-27
2157,2015-07-28
2158,2015-07-29
2159,2015-07-30
2160,2015-07-31
2161,2015-08-03
2162,2015-08-04
2163,2015-08-05
2164,2015-08-06
2165,2015-08-07
2166,2015-08-10
2167,2015-08-11
2168,2015-08-12
2169,2015-08-13
2170,2015-08-14
2171,2015-08-17
2172,2015-08-18
2173,2015-08-19
2174,2015-08-20
2175,2015-08-21
2176,2015-08-24
2177,2015-08-25
2178,2015-08-26
2179,2015-08-27
2180,2015-08-28
2181,2015-08-31
2182,2015-09-01
2183,2015-09-02
2184,2015-09-03
2185,2015-09-04
2186,2015-09-08
2187,2015-09-09
2188,2015-09-10
2189,2015-09-11
2190,2015-09-14
2191,2015-09-15
2192,2015-09-16
2193,2015-09-17
2194,2015-09-18
2195,2015-09-21
2196,2015-09-22
2197,2015-09-23
2198,2015-09-24
2199,2015-09-25
2200,2015-09-28
2201,2015-09-29
2202,2015-09-30
2203,2015-10-01
2204,2015-10-02
2205,2015-10-05
2206,2015-10-06
2207,2015-10-07
2208,2015-10-08
2209,2015-10-09
2210,2015-10-12
2211,2015-10-13
2212,2015-10-14
2213,2015-10-15
2214,2015-10-16
2215,2015-10-19
2216,2015-10-20
2217,2015-10-21
2218,2015-10-22
2219,2015-10-23
2220,2015-10-26
2221,2015-10-27
2222,2015-10-28
2223,2015-10-29
2224,2015-10-30
2225,2015-11-02
2226,2015-11-03
2227,2015-11-04
2228,2015-11-05
2229,2015-11-06
2230,2015-11-09
2231,2015-11-10
2232,2015-11-11
2233,2015-11-12
2234,2015-11-13
2235,2015-11-16
2236,2015-11-17
2237,2015-11-18
2238,2015-11-19
2239,2015-11-20
2240,2015-11-23
2241,2015-11-24
2242,2015-11-25
2243,2015-11-27
2244,2015-11-30
2245,2015-12-01
2246,2015-12-02
2247,2015-12-03
2248,2015-12-04
2249,2015-12-07
2250,2015-12-08
2251,2015-12-09
2252,2015-12-10
2253,2015-12-11
2254,2015-12-14
2255,2015-12-15
2256,2015-12-16
2257,2015-12-17
2258,2015-12-18
2259,2015-12-21
2260,2015-12-22
2261,2015-12-23
2262,2015-12-24
2263,2015-12-28
2264,2015-12-29
2265,2015-12-30
2266,2015-12-31
2267,2016-01-04
2268,2016-01-05
2269,2016-01-06
2270,2016-01-07
2271,2016-01-08
2272,2016-01-11
2273,2016-01-12
2274,2016-01-13
2275,2016-01-14
2276,2016-01-15
2277,2016-01-19
2278,2016-01-20
2279,2016-01-21
2280,2016-01-22
2281,2016-01-25
2282,2016-01-26
2283,2016-01-27
2284,2016-01-28
2285,2016-01-29
2286,2016-02-01
2287,2016-02-02
2288,2016-02-03
2289,2016-02-04
2290,2016-02-05
2291,2016-02-08
2292,2016-02-09
2293,2016-02-10
2294,2016-02-11
2295,2016-02-12
2296,2016-02-16
2297,2016-02-17
2298,2016-02-18
2299,2016-02-19
2300,2016-02-22
2301,2016-02-23
2302,2016-02-24
2303,2016-02-25
2304,2016-02-26
2305,2016-02-29
2306,2016-03-01
2307,2016-03-02
2308,2016-03-03
2309,2016-03-04
2310,2016-03-07
2311,2016-03-08
2312,2016-03-09
2313,2016-03-10
2314,2016-03-11
2315,2016-03-14
2316,2016-03-15
2317,2016-03-16
2318,2016-03-17
2319,2016-03-18
2320,2016-03-21
2321,2016-03-22
2322,2016-03-23
2323,2016-03-24
2324,2016-03-28
2325,2016-03-29
2326,2016-03-30
2327,2016-03-31
2328,2016-04-01
2329,2016-04-04
2330,2016-04-05
2331,2016-04-06
2332,2016-04-07
2333,2016-04-08
2334,2016-04-11
2335,2016-04-12
2336,2016-04-13
2337,2016-04-14
2338,2016-04-15
2339,2016-04-18
2340,2016-04-19
2341,2016-04-20
2342,2016-04-21
2343,2016-04-22
2344,2016-04-25
2345,2016-04-26
2346,2016-04-27
2347,2016-04-28
2348,2016-04-29
2349,2016-05-02
2350,2016-05-03
2351,2016-05-04
2352,2016-05-05
2353,2016-05-06
2354,2016-05-09
2355,2016-05-10
2356,2016-05-11
2357,2016-05-12
2358,2016-05-13
2359,2016-05-16
2360,2016-05-17
2361,2016-05-18
2362,2016-05-19
2363,2016-05-20
2364,2016-05-23
2365,2016-05-24
2366,2016-05-25
2367,2016-05-26
2368,2016-05-27
2369,2016-05-31
2370,2016-06-01
2371,2016-06-02
2372,2016-06-03
2373,2016-06-06
2374,2016-06-07
2375,2016-06-08
2376,2016-06-09
2377,2016-06-10
2378,2016-06-13
2379,2016-06-14
2380,2016-06-15
2381,2016-06-16
2382,2016-06-17
2383,2016-06-20
2384,2016-06-21
2385,2016-06-22
2386,2016-06-23
2387,2016-06-24
2388,2016-06-27
2389,2016-06-28
2390,2016-06-29
2391,2016-06-30
2392,2016-07-01
2393,2016-07-05
2394,2016-07-06
2395,2016-07-07
2396,2016-07-08
2397,2016-07-11
2398,2016-07-12
2399,2016-07-13
2400,2016-07-14
2401,2016-07-15
2402,2016-07-18
2403,2016-07-19
2404,2016-07-20
2405,2016-07-21
2406,2016-07-22
2407,2016-07-25
2408,2016-07-26
2409,2016-07-27
2410,2016-07-28
2411,2016-07-29
2412,2016-08-01
2413,2016-08-02
2414,2016-08-03
2415,2016-08-04
2416,2016-08-05
2417,2016-08-08
2418,2016-08-09
2419,2016-08-10
2420,2016-08-11
2421,2016-08-12
2422,2016-08-15
2423,2016-08-16
2424,2016-08-17
2425,2016-08-18
2426,2016-08-19
2427,2016-08-22
2428,2016-08-23
2429,2016-08-24
2430,2016-08-25
2431,2016-08-26
2432,2016-08-29
2433,2016-08-30
2434,2016-08-31
2435,2016-09-01
2436,2016-09-02
2437,2016-09-06
2438,2016-09-07
2439,2016-09-08
2440,2016-09-09
2441,2016-09-12
2442,2016-09-13
2443,2016-09-14
2444,2016-09-15
2445,2016-09-16
2446,2016-09-19
2447,2016-09-20
2448,2016-09-21
2449,2016-09-22
2450,2016-09-23
2451,2016-09-26
2452,2016-09-27
2453,2016-09-28
2454,2016-09-29
2455,2016-09-30
2456,2016-10-03
2457,2016-10-04
2458,2016-10-05
2459,2016-10-06
2460,2016-10-07
2461,2016-10-10
2462,2016-10-11
2463,2016-10-12
2464,2016-10-13
2465,2016-10-14
2466,2016-10-17
2467,2016-10-18
2468,2016-10-19
2469,2016-10-20
2470,2016-10-21
2471,2016-10-24
2472,2016-10-25
2473,2016-10-26
2474,2016-10-27
2475,2016-10-28
2476,2016-10-31
2477,2016-11-01
2478,2016-11-02
2479,2016-11-03
2480,2016-11-04
2481,2016-11-07
2482,2016-11-08
2483,2016-11-09
2484,2016-11-10
2485,2016-11-11
2486,2016-11-14
2487,2016-11-15
2488,2016-11-16
2489,2016-11-17
2490,2016-11-18
2491,2016-11-21
2492,2016-11-22
2493,2016-11-23
2494,2016-11-25
2495,2016-11-28
2496,2016-11-29
2497,2016-11-30
2498,2016-12-01
2499,2016-12-02
2500,2016-12-05
2501,2016-12-06
2502,2016-12-07
2503,2016-12-08
2504,2016-12-09
2505,2016-12-12
2506,2016-12-13
2507,2016-12-14
2508,2016-12-15
2509,2016-12-16
2510,2016-12-19
2511,2016-12-20
2512,2016-12-21
2513,2016-12-22
2514,2016-12-23
2515,2016-12-27
2516,2016-12-28
2517,2016-12-29
2518,2016-12-30
2519,2017-01-03
2520,2017-01-04
2521,2017-01-05
2522,2017-01-06
2523,2017-01-09
2524,2017-01-10
2525,2017-01-11
2526,2017-01-12
2527,2017-01-13
2528,2017-01-17
2529,2017-01-18
2530,2017-01-19
2531,2017-01-20
2532,2017-01-23
2533,2017-01-24
2534,2017-01-25
2535,2017-01-26
2536,2017-01-27
2537,2017-01-30
2538,2017-01-31
2539,2017-02-01
2540,2017-02-02
2541,2017-02-03
2542,2017-02-06
2543,2017-02-07
2544,2017-02-08
2545,2017-02-09
2546,2017-02-10
2547,2017-02-13
2548,2017-02-14
2549,2017-02-15
2550,2017-02-16
2551,2017-02-17
2552,2017-02-21
2553,2017-02-22
2554,2017-02-23
2555,2017-02-24
2556,2017-02-27
2557,2017-02-28
2558,2017-03-01
2559,2017-03-02
2560,2017-03-03
2561,2017-03-06
2562,2017-03-07
2563,2017-03-08
2564,2017-03-09
2565,2017-03-10
2566,2017-03-13
2567,2017-03-14
2568,2017-03-15
2569,2017-03-16
2570,2017-03-17
2571,2017-03-20
2572,2017-03-21
2573,2017-03-22
2574,2017-03-23
2575,2017-03-24
2576,2017-03-27
2577,2017-03-28
2578,2017-03-29
2579,2017-03-30
2580,2017-03-31
2581,2017-04-03
2582,2017-04-04
2583,2017-04-05
2584,2017-04-06
2585,2017-04-07
2586,2017-04-10
2587,2017-04-11
2588,2017-04-12
2589,2017-04-13
2590,2017-04-17
2591,2017-04-18
2592,2017-04-19
2593,2017-04-20
2594,2017-04-21
2595,2017-04-24
2596,2017-04-25
2597,2017-04-26
2598,2017-04-27
2599,2017-04-28
2600,2017-05-01
2601,2017-05-02
2602,2017-05-03
2603,2017-05-04
2604,2017-05-05
2605,2017-05-08
2606,2017-05-09
2607,2017-05-10
2608,2017-05-11
2609,2017-05-12
2610,2017-05-15
2611,2017-05-16
2612,2017-05-17
2613,2017-05-18
2614,2017-05-19
2615,2017-05-22
2616,2017-05-23
2617,2017-05-24
2618,2017-05-25
2619,2017-05-26
2620,2017-05-30
2621,2017-05-31
2622,2017-06-01
2623,2017-06-02
2624,2017-06-05
2625,2017-06-06
2626,2017-06-07
2627,2017-06-08
2628,2017-06-09
2629,2017-06-12
2630,2017-06-13
2631,2017-06-14
2632,2017-06-15
2633,2017-06-16
2634,2017-06-19
2635,2017-06-20
2636,2017-06-21
2637,2017-06-22
2638,2017-06-23
2639,2017-06-26
2640,2017-06-27
2641,2017-06-28
2642,2017-06-29
2643,2017-06-30
2644,2017-07-03
2645,2017-07-05
2646,2017-07-06
2647,2017-07-07
2648,2017-07-10
2649,2017-07-11
2650,2017-07-12
2651,2017-07-13
2652,2017-07-14
2653,2017-07-17
2654,2017-07-18
2655,2017-07-19
2656,2017-07-20
2657,2017-07-21
2658,2017-07-24
2659,2017-07-25
2660,2017-07-26
2661,2017-07-27
2662,2017-07-28
2663,2017-07-31
2664,2017-08-01
2665,2017-08-02
2666,2017-08-03
2667,2017-08-04
2668,2017-08-07
2669,2017-08-08
2670,2017-08-09
2671,2017-08-10
2672,2017-08-11
2673,2017-08-14
2674,2017-08-15
2675,2017-08-16
2676,2017-08-17
2677,2017-08-18
2678,2017-08-21
2679,2017-08-22
2680,2017-08-23
2681,2017-08-24
2682,2017-08-25
2683,2017-08-28
2684,2017-08-29
2685,2017-08-30
2686,2017-08-31
2687,2017-09-01
2688,2017-09-05
2689,2017-09-06
2690,2017-09-07
2691,2017-09-08
2692,2017-09-11
2693,2017-09-12
2694,2017-09-13
2695,2017-09-14
2696,2017-09-15
2697,2017-09-18
2698,2017-09-19
2699,2017-09-20
2700,2017-09-21
2701,2017-09-22
2702,2017-09-25
2703,2017-09-26
2704,2017-09-27
2705,2017-09-28
2706,2017-09-29
2707,2017-10-02
2708,2017-10-03
2709,2017-10-04
2710,2017-10-05
2711,2017-10-06
2712,2017-10-09
2713,2017-10-10
2714,2017-10-11
2715,2017-10-12
2716,2017-10-13
2717,2017-10-16
2718,2017-10-17
2719,2017-10-18
2720,2017-10-19
2721,2017-10-20
2722,2017-10-23
2723,2017-10-24
2724,2017-10-25
2725,2017-10-26
2726,2017-10-27
2727,2017-10-30
2728,2017-10-31
2729,2017-11-01
2730,2017-11-02
2731,2017-11-03
2732,2017-11-06
2733,2017-11-07
2734,2017-11-08
2735,2017-11-09
2736,2017-11-10
2737,2017-11-13
2738,2017-11-14
2739,2017-11-15
2740,2017-11-16
2741,2017-11-17
2742,2017-11-20
2743,2017-11-21
2744,2017-11-22
2745,2017-11-24
2746,2017-11-27
2747,2017-11-28
2748,2017-11-29
2749,2017-11-30
2750,2017-12-01
2751,2017-12-04
2752,2017-12-05
2753,2017-12-06
2754,2017-12-07
2755,2017-12-08
2756,2017-12-11
2757,2017-12-12
2758,2017-12-13
2759,2017-12-14
2760,2017-12-15
2761,2017-12-18
2762,2017-12-19
2763,2017-12-20
2764,2017-12-21
2765,2017-12-22
2766,2017-12-26
2767,2017-12-27
2768,2017-12-28
2769,2017-12-29
2770,2018-01-02
2771,2018-01-03
2772,2018-01-04
2773,2018-01-05
2774,2018-01-08
2775,2018-01-09
2776,2018-01-10
2777,2018-01-11
2778,2018-01-12
2779,2018-01-16
2780,2018-01-17
2781,2018-01-18
2782,2018-01-19
2783,2018-01-22
2784,2018-01-23
2785,2018-01-24
2786,2018-01-25
2787,2018-01-26
2788,2018-01-29
2789,2018-01-30
2790,2018-01-31
2791,2018-02-01
2792,2018-02-02
2793,2018-02-05
2794,2018-02-06
2795,2018-02-07
2796,2018-02-08
2797,2018-02-09
2798,2018-02-12
2799,2018-02-13
2800,2018-02-14
2801,2018-02-15
2802,2018-02-16
2803,2018-02-20
2804,2018-02-21
2805,2018-02-22
2806,2018-02-23
2807,2018-02-26
2808,2018-02-27
2809,2018-02-28
2810,2018-03-01
2811,2018-03-02
2812,2018-03-05
2813,2018-03-06
2814,2018-03-07
2815,2018-03-08
2816,2018-03-09
2817,2018-03-12
2818,2018-03-13
2819,2018-03-14
2820,2018-03-15
2821,2018-03-16
2822,2018-03-19
2823,2018-03-20
2824,2018-03-21
2825,2018-03-22
2826,2018-03-23
2827,2018-03-26
2828,2018-03-27
2829,2018-03-28
2830,2018-03-29
2831,2018-04-02
2832,2018-04-03
2833,2018-04-04
2834,2018-04-05
2835,2018-04-06
2836,2018-04-09
2837,2018-04-10
2838,2018-04-11
2839,2018-04-12
2840,2018-04-13
2841,2018-04-16
2842,2018-04-17
2843,2018-04-18
2844,2018-04-19
2845,2018-04-20
2846,2018-04-23
2847,2018-04-24
2848,2018-04-25
2849,2018-04-26
2850,2018-04-27
2851,2018-04-30
2852,2018-05-01
2853,2018-05-02
2854,2018-05-03
2855,2018-05-04
2856,2018-05-07
2857,2018-05-08
2858,2018-05-09
2859,2018-05-10
2860,2018-05-11
2861,2018-05-14
2862,2018-05-15
2863,2018-05-16
2864,2018-05-17
2865,2018-05-18
2866,2018-05-21
2867,2018-05-22
2868,2018-05-23
2869,2018-05-24
2870,2018-05-25
2871,2018-05-29
2872,2018-05-30
2873,2018-05-31
2874,2018-06-01
2875,2018-06-04
2876,2018-06-05
2877,2018-06-06
2878,2018-06-07
2879,2018-06-08
2880,2018-06-11
2881,2018-06-12
2882,2018-06-13
2883,2018-06-14
2884,2018-06-15
2885,2018-06-18
2886,2018-06-19
2887,2018-06-20
2888,2018-06-21
2889,2018-06-22
2890,2018-06-25
2891,2018-06-26
2892,2018-06-27
2893,2018-06-28
2894,2018-06-29
2895,2018-07-02
2896,2018-07-03
2897,2018-07-05
2898,2018-07-06
